"id","report","language","term","definition","did","pid","is_translation_available","is_translation_fetched","fetch_status","source_endpoint","downloaded_at"
"3236","AR5-WG2","es","Oportunidad de adaptación","Factores que facilitan la planificación y aplicación de medidas de adaptación, que amplían las opciones de adaptación, o que proporcionan cobeneficios.","5206","3236","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3236","AR5-WG2","fr","Opportunité d’adaptation","Facteurs qui facilitent la planification et la mise en place de mesures d’adaptation, qui élargissent le choix des options d’adaptation ou qui fournissent des avantages connexes.","5206","3236","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3236","AR5-WG2","ru","Возможность для адаптации","Факторы, которые облегчают планирование и осуществление адаптационных мер, расширяют круг вариантов адаптации или обеспечивают дополнительные сопутствующие выгоды.","5206","3236","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3236","AR5-WG2","zh","适应机会","帮助更轻松规划和实施适应行为的因素，这些因素可拓宽适应选择選擇方案，或是提供附加带的协協同效应應共生效益。","5206","3236","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3236","AR6","en","Adaptation opportunity","Factors that make it easier to plan and implement adaptation actions, that expand adaptation options, or that provide ancillary co-benefits.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3236","AR6","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3236","AR6","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3236","AR6","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3236","AR6","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3236","AR6","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR5-WG2","en","Adaptive management","A process of iteratively planning, implementing, and modifying strategies for managing resources in the face of uncertainty and change. Adaptive management involves adjusting approaches in response to observations of their effect and changes in the system brought on by resulting feedback effects and other variables.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR5-WG2","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR5-WG2","es","Gestión adaptativa","Proceso de planificación, aplicación y modificación iterativa de las estrategias de modificación para la gestión de los recursos frente a la incertidumbre y el cambio. La gestión adaptativa conlleva el ajuste de los enfoques en respuesta a las observaciones de su efecto y los cambios en el sistema provocados por los efectos de retroalimentación resultantes y otras variables.","5212","3238","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3238","AR5-WG2","fr","Gestion adaptative","Processus de planification, de mise en œuvre et d’amendement de stratégies, par approximations successives, permettant de gérer les ressources dans un contexte d’incertitude et de changement. La gestion adaptative consiste à ajuster les méthodes employées en fonction des effets et des changements observés que subit un système, qui découlent des effets de rétroaction résultants et d’autres variabl","5212","3238","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3238","AR5-WG2","ru","Адаптивный менеджмент","Итеративный процесс планирования, осуществления и изменения стратегий для менеджмента ресурсов в связи с наличием неопределенности и изменения. Адаптивный менеджмент включает корректировку подходов в качестве отклика на наблюдения за их эф фектом и изменениями в системе, вызванными воз никающими эффектами обратной связи и другими переменными.","5212","3238","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3238","AR5-WG2","zh","适应性管理","面临不确定性和变化时，为管理资源而反复地规划規劃计划、实施和修改战略的过程。由于考虑慮到看到结果反馈效应和其他变量给系统的各种方法带来的影响和变化，就此适应管理还涉及方法的调整。","5212","3238","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3238","AR6","en","Adaptive management","A process of iteratively planning, implementing and modifying strategies for managing resources in the face of uncertainty and change. Adaptive management involves adjusting approaches in response to observations of their effect on, and changes in, the system brought on by resulting feedback effects and other variables.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR6","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR6","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR6","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR6","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3238","AR6","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3240","AR5-WG2","en","Aggregate impacts","Total impacts integrated across sectors and/or regions. The aggregation of impacts requires knowledge of (or assumptions about) the relative importance of different impacts. Measures of aggregate impacts include, for example, the total number of people affected, or the total economic costs, and are usually bound by time, place, and/or sector.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3240","AR5-WG2","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3240","AR5-WG2","es","Impacto agregado","Impacto total integrado en todos sectores y/o regiones. Para calcular el impacto agregado, es necesario conocer (o presuponer) la importancia relativa de los diferentes impactos. Entre las medidas del impacto agregado figuran, por ejemplo, el número total de personas afectadas o el costo económico total, y suelen estar vinculadas por el tiempo, el lugar o el sector.","5214","3240","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3240","AR5-WG2","fr","Effets cumulés","Ensemble des effets observés dans des régions et/ou des secteurs donnés. Pour totaliser les effets, il faut avoir une idée claire de l’importance relative des différents effets (ou se fonder sur des hypothèses précises à ce sujet). L’évaluation des effets cumulés porte notamment sur le nombre total de personnes qui les subissent ou le coût économique total, et se limite en général à une période, un lieu et/ou un secteur donnés.","5214","3240","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3240","AR5-WG2","ru","Совокупные воздействия","Суммарные воздействия, интегрированные по сек- торам и/или регионам. Cуммирование воздействий
 

требует наличия знаний (или предположений) oб от- носительной значимости разных воздействий. Коли- чественные меры совокупных воздействий включают, например, общую численность затронутых воздей- ствиями людей или общие экономические расходы, и обычно они привязаны ко времени, месту и/или сек- тору.","5214","3240","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3240","AR5-WG2","zh","累积影响","各部门和/或区域整合的影响的总和。影响的累计需要认识（或假定）不同影响的相对重要性。例如，对累积影响的衡量包括受影响的人口总数或总的经济损失，并且通常受到时间、地点和/或部门的影响響限制。","5214","3240","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3242","AR5-WG2","en","Arid zone","Areas where vegetation growth is severely constrained due to limited water availability. For the most part, the native vegetation of arid zones is sparse. There is high rainfall variability, with annual averages below 300 mm. Crop farming in arid zones requires irrigation.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3242","AR5-WG2","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3242","AR5-WG2","es","Zona árida","Zonas donde el crecimiento de la vegetación está muy limitado debido a la reducida disponibilidad de agua. En su mayor parte, la vegetación autóctona de las zonas áridas es escasa. Existe una alta variabilidad de las precipitaciones, con promedios anuales inferiores a 300 mm. Es necesario regar los cultivos agrícolas de las zonas áridas.","5224","3242","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3242","AR5-WG2","fr","Zone aride","Zone où la croissance végétale est fortement restreinte en raison de l’insuffisance de l’eau. Dans la plupart des zones arides, la végétation naturelle est clairsemée. La variabilité des précipitations est élevée, les moyennes annuelles étant inférieures à 300 mm. Les cultures en zones arides exigent le recours à l’irrigation.","5224","3242","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3242","AR5-WG2","ru","Аридная зона","Районы, в которых росту растительности в значитель ной мере препятствует ограниченная доступность воды. В большинстве случаев аридные зоны характе ризуются скудной местной растительностью. Измен чивость дождевых осадков является высокой, а их среднегодовые показатели ниже 300 мм. Для земле делия в аридных зонах требуется ирригация.","5224","3242","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3242","AR5-WG2","zh","干旱带","植被生长由于水资源短缺而严重受限的地区。干旱带大部分地区当地植被分布稀疏。干旱带年平均降雨量低于300毫米，大雨的出现率率化较大。干旱带的种植业需要灌溉来维持。","5224","3242","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3242","AR6","en","Arid zone","Areas where vegetation growth is severely constrained due to limited water availability. For the most part, the native vegetation of arid zones is sparse. There is high rainfall variability, with annual averages below 300 mm. Crop farming in arid zones requires irrigation.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3242","AR6","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3242","AR6","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3242","AR6","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3242","AR6","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3242","AR6","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR5-WG2","en","Autonomous adaptation","Adaptation in response to experienced climate and its effects, without planning explicitly or consciously focused on addressing climate change. Also referred to as spontaneous adaptation.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR5-WG2","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR5-WG2","es","Adaptación autónoma","Adaptación en respuesta al clima experimentado y sus efectos, sin planificar explícitamente o centrarse conscientemente en afrontar el cambio climático. Se denomina también adaptación espontánea.","5232","3244","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3244","AR5-WG2","fr","Adaptation autonome","Adaptation aux conditions climatiques et à leurs effets, qui ne découle ni d’une planification explicite ni d’une démarche adoptée consciemment en réponse au changement climatique. Appelée aussi adaptation spontanée.","5232","3244","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3244","AR5-WG2","ru","Автономная адаптация","Адаптация как отклик на происходящее изменение климата и его воздействия без планирования, явно или же осознанно сконцентрированного на проблемe изменения климата. Ее также называют спонтанной адаптацией.","5232","3244","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3244","AR5-WG2","zh","自主适应","在并非明确或有意识的为应对气候变化而做出的对气候变化及其影响的适应性响应。也称为自发适应。","5232","3244","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3244","AR6","en","Autonomous adaptation {↑ Adaptation}","Adaptation in response to experienced climate and its effects, without planning explicitly or consciously focused on addressing climate change. Also referred to as spontaneous adaptation.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR6","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR6","es",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR6","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR6","ru",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3244","AR6","zh",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3246","AR5-WG2","en","Biosphere","The part of the Earth system comprising all ecosystems and living organisms, in the atmosphere, on land (terrestrial biosphere), or in the oceans (marine biosphere), including derived dead organic matter, such as litter, soil organic matter, and oceanic detritus.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3246","AR5-WG2","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3246","AR5-WG2","es","Biosfera","Parte del sistema Tierra que abarca todos los ecosistemas y organismos vivos de la atmósfera y de la tierra (biosfera terrestre) o de la atmósfera y los océanos (biosfera marina), incluida la materia orgánica muerta resultante de ellos, en particular los restos, la materia orgánica del suelo y los detritus oceánicos.","5252","3246","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3246","AR5-WG2","fr","Biosphère","Partie du système terrestre comprenant tous les écosystèmes et organismes vivants présents dans l’atmosphère, sur terre (biosphère terrestre) ou dans les océans (biosphère marine), y compris la matière organique morte qui en provient, telle que la litière, la matière organique des sols et les détritus des océans.","5252","3246","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3246","AR5-WG2","ru","Биосфера","Часть системы Земля, охватывающая все экосистемы и живые организмы в атмосфере, на суше (назем ная биосфера) или в океанах (морская биосфера), а также производное мертвое органическое вещество, такое как подстилка, почвенный органический мате риал и океанический де","5252","3246","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3246","AR5-WG2","zh","生物圈","地球系统的一部分，由大气、陆地（陆地生物圈）、或海洋（海洋生物圈）中的所有生态系统和有生命的生物组成，包括从死亡生物提取的有机物，如：枯枝落叶、土壤有机物和海洋腐质。","5252","3246","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3248","AR5-WG2","en","Boundary organization","A bridging institution, social arrangement, or network that acts as an intermediary between science and policy.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"3248","AR5-WG2","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"3248","AR5-WG2","es","Organización fronteriza","Institución puente, acuerdo social o red que actúa como intermediario entre la ciencia y las políticas.","5254","3248","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3248","AR5-WG2","fr","Organisation frontière","nstitution, dispositif social ou réseau agissant en tant que relais ou intermédiaire entre la science et la politique.","5254","3248","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3248","AR5-WG2","ru","Посредническая организация","Промежуточное учреждение, социальный механизм или сеть, которые выступают в качестве посредника между представителями научного и политического сообществ.","5254","3248","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"3248","AR5-WG2","zh","边界组织","在科学界和决策者之间扮演中介角色的一个桥接机构、社会安排或网络。","5254","3248","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SRCCL","en","Greenhouse gas","Gaseous constituents of the atmosphere, both natural and anthropogenic, that absorb and emit radiation at specific wavelengths within the spectrum of terrestrial radiation emitted by the Earth's surface, the atmosphere itself, and by clouds. This property causes the greenhouse effect. Water vapour (H2O), carbon dioxide (CO2), nitrous oxide (N2O), methane (CH4) and ozone (O3) are the primary GHGs in the Earth's atmosphere. Moreover, there are a number of entirely human-made GHGs in the atmosphere, such as the halocarbons and other chlorine- and bromine-containing substances, dealt with under the Montreal Protocol. Beside CO2, N2O and CH4, the Kyoto Protocol deals with the GHGs sulphur hexafluoride (SF6), hydrofluorocarbons (HFCs) and perfluorocarbons (PFCs).",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"325","SRCCL","ar","غازات الاحتباس الحراري","غازات الاحتباس الحراري هي المكونات الغازية
للغلاف الجوي - سواء كانت طبيعية أم بشرية المنشأ - التي تمتص الأشعة وتطلقها
عند أطوال موجية محددة في نطاق طيف الأشعة الأرضية التي تنبعث من سطح
الأرض والغلاف الجوي ذاته، والسحب. وتؤدي هذه الخاصية إلى حدوث ظاهرة","1856","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SRCCL","es","Gas de efecto invernadero","Componente gaseoso de la atmósfera, natural o antropógeno, que absorbe y emite radiación en determinadas longitudes de onda del espectro de radiación terrestre emitida por la superficie de la Tierra, por la propia atmósfera y por las nubes. Esta propiedad ocasiona el efecto invernadero. El vapor de agua (H2O), el dióxido de carbono (CO2), el óxido nitroso (N2O), el metano (CH4) y el ozono (O3) son los gases de efecto invernadero primarios de la atmósfera terrestre. Asimismo, la atmósfera contiene cierto número de gases de efecto invernadero enteramente antropógeno, como los halocarbonos u otras sustancias que contienen cloro y bromo, y contemplados en el Protocolo de Montreal.Además del CO2, el N2O y el CH4, el Protocolo de Kyoto contempla los gases de efecto invernadero: hexafluoruro de azufre (SF6), los hidrofluorocarbonos (HFC) y los perfluorocarbonos (PFC).","1856","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SRCCL","fr",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"325","SRCCL","ru","Парниковый газ","Газовые составляющие атмосферы, как естественные, так и антропогенные, которые поглощают и излучают радиацию с определенной длиной волны в диапазоне земной радиации, испускаемой поверхностью Земли, самой атмосферой и облаками. Это свойство порождает парниковый эффект. Основными парниковыми газами в атмосфере Земли являются водяной пар (H2O), двуокись углерода (CO2), закись азота (N2O), метан (CH4) и озон (O3). Кроме того, в атмосфере содержится еще целый ряд парниковых газов полностью антропогенного происхождения, таких как галоидоуглеводороды и другие хлор- и бромсодержащие вещества, подпадающие под действие Монреального протокола. Помимо CO2, N2O и CH4 под действие Киотского протокола подпадают такие парниковые газы, как гексафторид серы (SF6), гидрофторуглероды (ГФУ) и перфторуглероды (ПФУ).","1856","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SRCCL","zh","温室气体","指大气中自然或人为产生的气体成分，能够吸收并释放地表、大气和云发出的地面辐射光谱特定波长辐射。该特性可导致温室效应。水汽（H2O）、二氧化碳（CO2）、氧化亚氮（N2O）、甲烷（CH4）和臭氧（O3）是地球大气中的主要温室气体。此外，大气中还有许多完全由人为产生的温室气体，如《蒙特利尔议定书》所涉及的卤烃和其它含氯和含溴的物质。除CO2、N2O和CH4外，《京都议定书》将六氟化硫（SF6）、氢氟碳化物（HFC）、全氟化碳（PFC）定为温室气体。","1856","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SR15","en","Greenhouse gas","Greenhouse gases are those gaseous constituents of the atmosphere, both natural and anthropogenic, that absorb and emit radiation at specific wavelengths within the spectrum of terrestrial radiation emitted by the Earth’s surface, the atmosphere itself and by clouds. This property causes the greenhouse effect. Water vapour (H2O), carbon dioxide (CO2), nitrous oxide (N2O), methane (CH4) and ozone (O3) are the primary GHGs in the Earth’s atmosphere. Moreover, there are a number of entirely human-made GHGs in the atmosphere, such as the halocarbons and other chlorine- and bromine-containing substances, dealt with under the Montreal Protocol. Beside CO2, N2O and CH4, the Kyoto Protocol deals with the GHGs sulphur hexafluoride (SF6), hydrofluorocarbons (HFCs) and perfluorocarbons (PFCs). See also Carbon dioxide (CO2), Methane (CH4), Nitrous oxide (N2O) and Ozone (O3).",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"325","SR15","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"325","SR15","es","Gas de efecto invernadero","Componente gaseoso de la atmósfera, natural o antropógeno, que absorbe y emite radiación en determinadas longitudes de onda del espectro de radiación terrestre emitida por la superficie de la Tierra, por la propia atmósfera y por las nubes. Esta propiedad ocasiona el efecto invernadero. El vapor de agua (H2O), el dióxido de carbono (CO2), el óxido nitroso (N2O), el metano (CH4) y el ozono (O3) son los gases de efecto invernadero primarios de la atmósfera terrestre. Asimismo, la atmósfera contiene cierto número de gases de efecto invernadero enteramente antropógeno, como los halocarbonos u otras sustancias que contienen cloro y bromo, y contemplados en el Protocolo de Montreal. Además del CO2, el N2O y el CH4, el Protocolo de Kyoto contempla los gases de efecto invernadero: hexafluoruro de azufre (SF6), los hidrofluorocarbonos (HFC) y los perfluorocarbonos (PFC). Véanse también Dióxido de carbono (CO2), Metano (CH4), Óxido nitroso (N2O) y Ozono (O3).","325","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SR15","fr","Gaz à effet de serre","Constituants gazeux de l’atmosphère, tant naturels qu’anthropiques, qui absorbent et émettent un rayonnement à des longueurs d’onde spécifiques du spectre du rayonnement terrestre émis par la surface de la Terre, l’atmosphère et les nuages. C’est cette propriété qui est à l’origine de l’effet de serre. La vapeur d’eau (H2O), le dioxyde de carbone (CO2), l’oxyde nitreux (N2O), le méthane (CH4) et l’ozone (O3) sont les principaux gaz à effet de serre présents dans l’atmosphère terrestre. Il existe également des gaz à effet de serre résultant uniquement des activités humaines tels que les hydrocarbures halogénés et autres substances contenant du chlore et du brome, dont traite le Protocole de Montréal. Outre le CO2, le N2O et le CH4, le Protocole de Kyoto traite, quant à lui, d’autres gaz à effet de serre tels que l’hexafluorure de soufre (SF6), les hydrofluorocarbones (HFC) et les hydrocarbures perfluorés (PFC). Voir aussi Dioxyde de carbone (CO2), Méthane (CH4), Oxyde nitreux (N2O) et Ozone (O3).","325","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SR15","ru","Парниковый газ","К парниковым газам относятся те газовые составляющие атмосферы, как естественные, так и антропогенные, которые поглощают и излучают радиацию с определенной длиной волны в диапазоне земной радиации, испускаемой поверхностью Земли, самой атмосферой и облаками. Это свойство порождает парниковый эффект. Основными парниковыми газами в атмосфере Земли являются водяной пар (H2O), двуокись углерода (CO2), закись азота (N2O), метан (CH4) и озон (O3). Кроме того, в атмосфере содержится еще целый ряд парниковых газов полностью антропогенного происхождения, таких как галоидоуглеводороды и другие хлори бромсодержащие вещества, подпадающие под действие Монреального протокола. Помимо CO2, N2O и CH4 под действие Киотского протокола подпадают такие парниковые газы, как гексафторид серы (SF6), гидрофторуглероды (ГФУ) и перфторуглероды (ПФУ). См. также Двуокись углерода (CO2), Метан (CH4), Закись азота (N2O) и Oзон (O 3).","325","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","SR15","zh","温室气体（GHG）","温室气体指大气中自然或人为产生的气体成分，能够吸收并释放地表、大气和云发出的地面辐射光谱特定波长辐射。该特性可导致温室效应。水汽（H2O）、二氧化碳（CO2）、氧化亚氮（N2O）、甲烷（CH4）和臭氧（O3）是地球大气中的主要温室气体。此外，大气中还有许多完全由人为产生的温室气体，如《蒙特利尔议定书》所涉及的卤烃和其它含氯和含溴的物质。除CO2、N2O 和CH4外，《京都议定书》将六氟化硫（SF6）、氢氟碳化物（HFC）、全氟化碳（PFC）定为温室气体。另见二氧化碳（CO2）、甲烷（CH4）、氧化亚氮（N2O）和 臭氧（O3）。","325","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","AR5-WG3","en","Greenhouse gas","Greenhouse gases are those gaseous constituents of the atmosphere, both natural and anthropogenic, that absorb and emit radiation at specific wavelengths within the spectrum of terrestrial radiation emitted by the earth's surface, the atmosphere itself, and by clouds. This property causes the greenhouse effect. Water vapour (H2O), carbon dioxide (CO2), nitrous oxide (N2O), methane (CH4) and ozone (O3) are the primary GHGs in the earth's atmosphere. Moreover, there are a number of entirely human-made GHGs in the atmosphere, such as the halocarbons and other chlorine- and bromine-containing substances, dealt with under the Montreal Protocol. Beside CO2, N2O and CH4, the Kyoto Protocol deals with the GHGs sulphur hexafluoride (SF6), hydrofluorocarbons (HFCs) and perfluorocarbons (PFCs).

For a list of well-mixed GHGs, see WGI AR5 Table 2.A.1.",NA,NA,"TRUE","TRUE","ok","ajax.searchbyphraseandreport.php","2026-03-31"
"325","AR5-WG3","ar",NA,NA,NA,NA,"FALSE","FALSE","not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"325","AR5-WG3","es","Gas de efecto invernadero","Componente gaseoso de la atmósfera, natural o antropógeno, que absorbe y emite radiación en determinadas longitudes de onda del espectro de radiación terrestre emitida por la superficie de la Tierra, por la propia atmósfera y por las nubes. Esta propiedad ocasiona el efecto invernadero. El vapor de agua (H2O), el dióxido de carbono (CO2), el óxido nitroso (N2O), el metano (CH4) y el ozono (O3) son los GEI primarios de la atmósfera terrestre. Además, la atmósfera contiene cierto número de GEI enteramente antropógenos, como los halocarbonos u otras sustancias que contienen cloro y bromo, y contemplados en el Protocolo de Montreal. Además del CO2, N2O y CH4, el Protocolo de Kyoto contempla los GEI hexafluoruro de azufre (SF6), hidrofluorocarbonos (HFC) y perfluorocarbonos (PFC). Para obtener una lista de GEI homogéneamente mezclados, véase GTI IE5 cuadro 2.A.1.","4402","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","AR5-WG3","fr","Gaz à effet de serre","Constituants gazeux de l’atmosphère, tant naturels qu’anthropiques, qui absorbent et émettent un rayonnement à des longueurs d’onde données du spectre du rayonnement terrestre émis par la surface de la Terre, l’atmosphère et les nuages. C’est cette propriété qui est à l’origine de l’effet de serre. La vapeur d’eau (H2O), le dioxyde de carbone (CO2), l’oxyde nitreux (N2O), le méthane (CH4) et l’ozone (O3) sont les principaux GES présents dans l’atmosphère terrestre. Il existe également des GES résultant uniquement des activités humaines, tels que les hydrocarbures halogénés et autres substances contenant du chlore et du brome, dont traite le Protocole de Montréal. Outre le CO2, le N2O et le CH4, le Protocole de Kyoto traite, quant à lui, d’autres GES tels que l’hexafluorure de soufre (SF6), les hydrofluorocarbones (HFC) et les hydrocarbures perfluorés (PFC). Le tableau 2.A.1 (contribution du Groupe de travail I au RE5) fournit une liste des GES au mélange homogène.","4402","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","AR5-WG3","ru","Парниковый газ","К парниковым газам относятся те газовые составляющие атмосферы, как естественные, так и антропогенные, которые поглощают и излучают радиацию с определенной длиной волны в диапазоне земной радиации, испускаемой поверхностью Земли, самой атмосферой и облаками. Это свойство порождает парниковый эффект. Основными ПГ в атмосфере Земли являются водяной пар (H2O), диоксид углерода (CO2), закись азота (N2O), метан (CH4) и озон (O3). Кроме того, в атмосфере содержится еще целый ряд ПГ полностью антропогенного происхождения, таких как галоидоуглеводороды и другие хлори бромсодержащие вещества, подпадающие под действие Монреального протокола. Помимо CO2, N2O и CH4, под действие Киотского протокола подпадают такие ПГ, как гексафторид серы (SF6), гидрофторуглероды (ГФУ) и перфторуглероды (ПФУ). Список хорошо перемешиваемых ПГ см. в таблице 2.A.1 ОД5 РГ I.","4402","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
"325","AR5-WG3","zh","温室气体","温室气体是指大气中由自然或人为产生的，能够吸收和释放地球表面、大气本身和云所发射的陆地辐射谱段特定波长辐射的气体成分。该特性可导致温室效应。水汽(H2O)、二氧化碳(CO2)、氧化亚氮(N2O)、甲烷(CH4)和臭氧(O3)是地球大气中主要的GHG。 此外，大气中还有许多完全由人为因素产生的GHG，如《蒙特利尔协议》所涉及的卤烃和其它含氯和含溴物。除CO2、N2O 和CH4外，《京都议定书》还将六氟化硫(SF6)、氢氟碳化物(HFC)和全氟化碳(PFC)定为GHG。充分混合的GHG清单见
《第五次评估报告》第一工作组报告的表2.A.1。","4402","325","TRUE","TRUE","ok","ajax.gettranslation.php","2026-03-31"
