"source","concept_id","report_or_assessment","language","term","definition","alt_labels","is_available","is_fetched","fetch_status","source_endpoint","downloaded_at"
"IPCC","ipcc:219","SR15","fr","Services écosystémiques","Processus ou fonctions écologiques qui présentent un intérêt, pécuniaire ou non, pour des individus ou pour une société dans son ensemble. On distingue souvent : 1) les services de soutien tel le maintien de la productivité ou de la biodiversité ; 2) les services d’approvisionnement, par exemple en aliments ou en fibres ; 3) les services de régulation comme la régulation climatique ou le piégeage du carbone ; et 4) les services culturels tels que le tourisme ou les activités à caractère spirituel et esthétique.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:219","SR15","ru","Экосистемные услуги","Экологические процессы или функции, имеющие ценность в денежном или неденежном выражении для отдельных лиц или общества в целом. Их часто классифицируют следующим образом: 1) услуги по поддержанию, такие как поддержание продуктивности или биоразнообразия; 2) снабженческие услуги, такие как поставка продовольствия или клетчатки; 3) регуляционные услуги, такие как регулирование климата или секвестрация углерода; 4) культурные услуги, такие как туризм или духовно-эстетическoe восприятие.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:219","SR15","zh","生态系统服务","生态过程或功能对个人或整个社会具有货币价值或非货币价值。这些通常分为（1）支撑性服务，例如生产力和生物多样性的维持，（2）供给性服务，例如粮食或纤维（3）调节性服务，例如气候调节或碳封存，（4）文化性服务，例如旅游或精神生活和美学体验。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:219","SRCCL","ar","خدمات النظام الإيكولوجي","العمليات أو الوظائف الإيكولوجية ذات القيمة النقدية أو غير النقدية للأفراد أو للمجتمع عموماً ّ . وهي تقسم في الغالب إلى ( )1خدمات داعمة مثل صيانة الإنتاجية أو صيانة التنوع الأحيائي، ( 2)خدمات تموينية مثل الأغذية أو الألياف، (3 )خدمات تنظيمية مثل تنظيم المناخ أو عزل الكربون، ( )4خدمات ثقافية مثل السياحة أو إدراك وتقدير النواحي الروحية والجمالية",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:219","SRCCL","en","Ecosystem services","Ecological processes or functions having monetary or non-monetary value to individuals or society at large. These are frequently classified as (1) supporting services such as productivity or biodiversity maintenance, (2) provisioning services such as food or fibre, (3) regulating services such as climate regulation or carbon sequestration, and (4) cultural services such as tourism or spiritual and aesthetic appreciation.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:219","SRCCL","es","Servicios ecosistémicos","Procesos o funciones ecológicos que tienen un valor, monetario o no, para los individuos o para la sociedad en su conjunto. Generalmente se clasifican en: 1) servicios de apoyo, por ejemplo, mantenimiento de la productividad o la biodiversidad; 2) servicios de aprovisionamiento, por ejemplo, de alimentos o fibra; 3) servicios de regulación, por ejemplo, regulación del clima o secuestro de carbono; y 4) servicios culturales, como el turismo o el disfrute espiritual o estético. Véase también Ecosistema.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:219","SRCCL","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:219","SRCCL","ru","Экосистемные услуги","Экологические процессы или функции, имеющие ценность в денежном или неденежном выражении для отдельных лиц или общества в целом. Их часто классифицируют следующим образом: 1) услуги по поддержанию, такие как поддержание продуктивности или биоразнообразия; 2) снабженческие услуги, такие как поставка продовольствия или целлюлозы; 3) регуляционные услуги, такие как регулирование климата или секвестрация (депонирование) углерода; 4) культурные услуги, такие как туризм или духовно- эстетическoe восприятие.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:219","SRCCL","zh","生态系统服务","生态过程或功能对个人或整个社会具有货币价值或非货币价值。这些通常分为（1）支撑性服务，例如生产力和生物多样性的维持，（2）供给性服务，例如粮 食或纤维（3）调节性服务，例如气候调节或碳封存，（4）文化性服务，例如旅游或精神生活和美学体验。 另见生态系统。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:219","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:219","SROCC","en","Ecosystem services","Ecological processes or functions having monetary or non-monetary value to individuals or society at large. These are frequently classified as (1) supporting services such as productivity or biodiversity maintenance, (2) provisioning services such as food or fibre, (3) regulating services such as climate regulation or carbon sequestration, and (4) cultural services such as tourism or spiritual and aesthetic appreciation.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:219","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:219","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:219","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:219","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG1","ar","La Niña","انظر El Niño-Southern Oscillation.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG1","en","La Niña",NA,NA,TRUE,FALSE,"english_detail_missing","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG1","es","La Niña","Véase El Niño-Oscilación del Sur.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG1","fr","La Niña","Voir El Niño-oscillation australe.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG1","ru","Ла-Нинья","См. Эль-Ниньо – Южное колебание.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG1","zh","拉尼娜","见厄尔尼诺-南方涛动。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG2","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG2","en","La Niña",NA,NA,TRUE,FALSE,"english_detail_missing","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG2","es","La Niña","Véase El Niño-Oscilación del Sur.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG2","fr","La Niña","Voir El Niño-oscillation australe.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG2","ru","Ла-Нинья","См. Эль-Ниньо – Южное колебание.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","AR5-WG2","zh","拉尼娜","参见厄尔尼诺南方涛动。",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2190","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","SROCC","en","La Niña",NA,NA,TRUE,FALSE,"english_detail_missing","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2190","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","AR6","en","Local knowledge",NA,NA,TRUE,FALSE,"english_detail_missing","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","SROCC","en","Local knowledge","The understandings and skills developed by individuals and populations, specific to the places where they live. Local knowledge informs decision-making about fundamental aspects of life, from day-to-day activities to longer term actions. This knowledge is a key element of the social and cultural systems which influence observations of and responses to climate change; it also informs governance decisions (UNESCO, 2018).",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2192","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","AR6","en","Local sea level change {↑ Sea level change (sea level rise/sea level fall)}","Change in sea level relative to a datum (such as present-day mean sea level) at spatial scales smaller than 10 km.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","SROCC","en","Local sea level change","Change in sea level relative to a datum (such as present-day mean sea level) at spatial scales smaller than 10 km.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2194","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","AR6","en","Marine heatwave","A period during which water temperature is abnormally warm for the time of the year relative to historical temperatures, with that extreme warmth persisting for days to months. The phenomenon can manifest in any place in the ocean and at scales of up to thousands of kilometres.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","SROCC","en","Marine heatwave","A period of extreme warm near-sea surface temperature that persists for days to months and can extend up to thousands of kilometres.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2196","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","AR6","en","Marine ice cliff instability","A hypothetical mechanism of an ice cliff failure. In case a marine-terminated ice sheet loses its buttressing ice shelf, an ice cliff can be exposed. If the exposed ice cliff is tall enough (about 800 m of the total height, or about 100 m of the above-water part), the stresses at the cliff face exceed the strength of the ice, and the cliff fails structurally in repeated calving events.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","SROCC","en","Marine ice cliff instability","A hypothetic mechanism of an ice cliff failure. In case a marine-terminated ice sheet loses its buttressing ice shelf, an ice cliff can be exposed. If the exposed ice cliff is tall enough (about 800 m of the total height, or about 100 m of the above-water part), the stresses at the cliff face exceed the strength of the ice, and the cliff fails structurally in repeated calving events.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2198","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","AR6","en","Marine ice sheet instability","A mechanism of irreversible (on the decadal to centennial time scale) retreat of a grounding line for the marine-terminating glaciers, in case the glacier bed slopes towards the ice sheet interior.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","SROCC","en","Marine ice sheet instability","A mechanism of irreversible (on the decadal to centennial time scale) retreat of a grounding line for the marine-terminating glaciers, in case the glacier bed slopes towards the ice sheet interior.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2200","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","AR6","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","AR6","en","Mass balance/budget","Difference between the mass input (accumulation) and the mass loss (ablation) of an ice body (e.g., a glacier or ice sheet) over a stated time period, which is often a year or a season. Surface mass balance refers to the difference between surface accumulation and surface ablation.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","AR6","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","AR6","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","AR6","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","AR6","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","SROCC","ar",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","SROCC","en","Mass balance/budget","Difference between the mass input (accumulation) and the mass loss (ablation) of an ice body (e.g., a glacier or ice sheet) over a stated time period, which is often a year or a season. Surface mass balance refers to the difference between surface accumulation and surface ablation.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","SROCC","es",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","SROCC","fr",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","SROCC","ru",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2202","SROCC","zh",NA,NA,NA,FALSE,FALSE,"not_available","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2204","AR5-SYR","ar","الدوران الانقلابي الزوالي","دوران انقلابي زوالي يحدث في المحيطات ُيحدد كميا على أساس جمع نطاقي (الشرق - الغرب) انتقال ال ُكتل في ًالعمق أو في طبقات الكثافة. وفي شمال الأطلسيً، بعيداً عن الأقاليم شبه القطبية، كثيرا ما ُيشبه الدوران الانقلابي الزوالي (وهو مبدئيا كمية قابلة للرصد) بالدوران المدفوع بقوة التباين الحراري وهو تأويل مفاهيمي وقاصر. ويجب إذا أن يؤخذ في الاعتبار أن هذا الدوران تدفعه أيضا الرياح، وقد يشمل أيضا خلايا دوارة أكثر ضحالة مثل تلك التي تحدث في أعلى المحيط وفي المناطق المدارية ودون المدارية، وفيهاً تتحولالمياهالدافئة(الخفيفة)التيتتحركصوبالقطبإلىمياهذاتكثافةأكبرقليلا ُتنقل تحتياً صوب خط الاستواء عند المستويات الأعمق. {الفريقان العاملان الأول والثاني}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-SYR","en","Meridional overturning circulation","Meridional (north–south) overturning circulation in the ocean quantified by zonal (east–west) sums of mass transports in depth or density layers. In the North Atlantic, away from the subpolar regions, the MOC (which is in principle an observable quantity) is often identified with the thermohaline circulation (THC), which is a conceptual and incomplete interpretation. It must be borne in mind that the MOC is also driven by wind and can also include shallower overturning cells such as occur in the upper ocean in the tropics and subtropics, in which warm (light) waters moving poleward are transformed to slightly denser waters and subducted equatorward at deeper levels.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2204","AR5-SYR","es","Circulación meridional de retorno","Circulación meridional de retorno (norte-sur) del océano, cuantificada en términos de sumas zonales (este-oeste) de transporte de masa en capas de profundidad o de densidad. En el Atlántico Norte, lejos de las regiones subpolares, la circulación meridional de retorno (que es, en principio, una magnitud observable) suele corresponderse con la circulación termohalina (CTH), que constituye una interpretación conceptual e incompleta. Hay que tener presente que la circulación meridional de retorno se puede impulsar por el viento y abarcar también celdas de renuevo más someras, como sucede en la parte superior tropical y subtropical de los océanos, donde las aguas cálidas (livianas) que se desplazan hacia el polo se transforman en aguas ligeramente más densas que experimentan un proceso de subducción y transporte hacia el ecuador, a niveles más profundos. {GTI, II}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-SYR","fr","Circulation méridienne océanique","Circulation méridienne (nord-sud) de retournement dans l’océan, quantifiée par les sommes zonales (est-ouest) des transferts de masse selon les couches de profondeur ou de densité. Dans l’Atlantique Nord, au large des régions subpolaires, cette circulation méridienne (qui désigne en principe une quantité observable) est souvent assimilée à la circulation thermohaline, qui est une interprétation conceptuelle incomplète. Il ne faut pas oublier que la circulation méridienne océanique est également provoquée par le vent et qu’elle peut aussi mettre en jeu, à profondeur relativement faible, des cellules de retournement, notamment celles qu’on peut observer dans les couches supérieures des zones océaniques tropicales et subtropicales où les eaux chaudes (légères) augmentent légèrement de densité en se dirigeant vers les pôles et subissent ensuite une subduction à des niveaux plus profonds en se dirigeant vers l’équateur. {GT I, II}.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-SYR","ru","Меридиональная опрокидывающая циркуляция","Меридиональная (северóюг) опрокидывающая циркуляция в океане, количественно определяемая зональными (востокóзапад) суммами переноса массы в глубинных или плотных слоях. В Северной Атлантике, вдали от субполярных регионов, МОЦ (которая в принципе является наблюдаемым количественным параметром) часто отождествляют с термохалинной циркуляцией (ТХЦ), что является концептуальной и неполной интерпретацией. Необходимо помнить о том, что МОЦ также движима ветром, а также может включать в себя более мелкие опрокидывающие ячейки, такие, которые встречаются в верхних слоях океана в тропиках и субтропиках, в которых теплые (легкие) воды, движущиеся в сторону полюсов, преобразуются в несколько более плотные воды, и на более глубоких уровнях движутся в сторону экватора. {РГ I, II}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-SYR","zh","经向翻转环流","海洋中经向(北-南)翻转环流，其量值是各深度层或密度层上 质量输送量的纬向(东-西)之和。在北大西洋，远离副极地地 区，MOC(原则上是可观测量)常以温盐环流(THC)来表示， 温盐环流是一种并不全面的概念性解释。须谨记的是，MOC 也是由风驱动，而且还可包括较浅层的翻转环流圈(比如发生 在热带和亚热带海洋上层)，在环流圈中暖(轻)水的浅层水向 极地方向流动，转变为密度略高的水，并在海洋更深层向赤 道方向潜沉。{WGI,II}",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-WG1","ar",NA,NA,NA,TRUE,FALSE,"translation_fetch_failed_or_empty","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-WG1","en","Meridional overturning circulation","Meridional (north-south) overturning circulation in the ocean quantified by zonal (east-west) sums of mass transports in depth or density layers. In the North Atlantic, away from the subpolar regions, the MOC (which is in principle an observable quantity) is often identified with the thermohaline circulation (THC), which is a conceptual and incomplete interpretation. It must be borne in mind that the MOC is also driven by wind, and can also include shallower overturning cells such as occur in the upper ocean in the tropics and subtropics, in which warm (light) waters moving poleward are transformed to slightly denser waters and subducted equatorward at deeper levels.",NA,TRUE,TRUE,"ok","ajax.searchbyphraseandreport.php","2026-03-31"
"IPCC","ipcc:2204","AR5-WG1","es","Circulación meridional de retorno","Circulación meridional de retorno (norte-sur) del océano, cuantificada en términos de sumas zonales (este-oeste) de transporte de masa en capas de profundidad o de densidad. En el Atlántico Norte, lejos de las regiones subpolares, la circulación meridional de retorno (que es, en principio, una cantidad observable), suele identificarse a la circulación termohalina (CTH), que constituye una interpretación conceptual e incompleta. Hay que tener presente que la circulación meridional de retorno se puede impulsar por el viento y abarcar también celdas de renuevo más someras, como sucede en la parte superior tropical y subtropical de los océanos, en que las aguas cálidas (livianas) que se desplazan hacia el polo se transforman en aguas (ligeramente) más densas y son transportadas hacia el ecuador y, por subducción, a niveles más profundos.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-WG1","fr","Circulation méridienne océanique","Circulation méridienne (nord-sud) de retournement dans l’océan, quantifiée par les sommes zonales (est ouest) des transferts de masse selon les couches de profondeur ou de densité. Dans l’Atlantique Nord, au large des régions subpolaires, cette circulation méridienne (qui désigne en principe une quantité observable) est souvent assimilée à la circulation thermohaline, qui est une interprétation conceptuelle incomplète. Il ne faut pas oublier que la circulation méridienne océanique est également provoquée par le vent et qu’elle peut aussi mettre en jeu, à profondeur relativement faible, des cellules de retournement, notamment celles qu’on peut observer dans les couches supérieures des zones océaniques tropicales et subtropicales où les eaux chaudes (légères) augmentent de densité en se déplaçant en direction des pôles et subissent ensuite une subduction à des niveaux plus profonds en se dirigeant vers l’équateur.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
"IPCC","ipcc:2204","AR5-WG1","ru","Меридиональная опрокидывающая циркуляция","Меридиональная (север−юг) опрокидывающая циркуляция в океане, количественно определяемая зональными (восток−запад) суммами переноса массы в глубинных или плотных слоях. В Северной Атлантике, вдали от субполярных регионов, МОЦ (которая в принципе является наблюдаемым количественным параметром) часто отожествляют с термохалинной циркуляцией (ТХЦ), что является концептуальной и неполной интерпретацией. Необходимо помнить о том, что МОЦ также движима ветром, а также может включать в себя более мелкие опрокидывающие ячейки, такие которые встречаются в верхних слоях океана в тропиках и субтропиках, в которых теплые (легкие) воды, движущиеся в сторону полюсов, преобразуются в несколько более плотные воды, и на более глубоких уровнях движутся в сторону экватора.",NA,TRUE,TRUE,"ok","ajax.gettranslation.php","2026-03-31"
